Codes,Picture,Family,Gruppo Prodotto,Product Name,Description EN,Description IT,Description ES,Description DE,Description FR,Description PT,EAN,Launch Date,"BOM without labor cost 
(lotti da 500 pz)",Purchases shipp. and cust.,"Labour Cost 
(24 €/h)",Production Cost,% Annual Fail rate,1 year backend cost,% Markup,Radice,1-PHASE,3-PHASE,TYPE 1,TYPE 2,CABLE 5 m,CABLE 7 m,SOCKET,ISO 15-118,LCD screen,RFID,RCBO (P),POP + SPD,MID,SCHUKO ,Status
DK04IT32MMP5S,,AC Chargers,Dazebox Share,Dazebox Share TK,"Dazebox Share TK single-phase 32 A, 7.4 kW, 5 m coiled Type 2 cable with connector holder, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated thermal-magnetic residual current protection, integrated shunt trip coil, MID meter, white cover.","Dazebox Share TK monofase 32 A, 7,4 kW, cavo 5 m spiralato tipo 2 con porta connettore, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, protezione magnetotermica differenziale integrata, bobina di sgancio integrata, misuratore MID, cover bianca","Dazebox Share TK monofásica 32 A, 7,4 kW, cable espiral 5 m tipo 2 con soporte para conector con soporte para conector, pantalla monocromática, ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, protección magnetotérmica diferencial integrada, contador MID, carcasa blanca","Dazebox Share TK einphasig 32 A, 7,4 kW, spiralförmiges Typ-2-Kabel 5 m mit Steckhalter, monochromes Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierter RCBO-Schutz, integrierte Auslösespule, MID-Zähler, weiße cover","Dazebox Share TK monophasé 32 A, 7,4 kW, câble spiralé type 2 de 5 m avec support de connecteur, écran monochrome, ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, protection magnétothermique différentielle intégrée, compteur MID, cover blanche","Dazebox Share TK monofásico 32 A, 7,4 kW, cabo espiralado de 5 m tipo 2 com suporte para conector, display monocromático, ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, proteção magnetotérmica diferencial integrada, contador MID, cover branca",,March 2026,"€ 308,83","€ 4,30","€ 25,10","€ 338,23","1,0%","€ 3,00","32,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DK04IT32TMP5S,,AC Chargers,Dazebox Share,Dazebox Share TK,"Dazebox Share TK three-phase 32 A, 22.2 kW, 5 m coiled Type 2 cable with connector holder, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated thermal-magnetic residual current protection, integrated shunt trip coil, MID meter, white cover.","Dazebox Share TK trifase 32 A, 22,2 kW, cavo 5 m spiralato tipo 2 con porta connettore, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, protezione magnetotermica differenziale integrata, bobina di sgancio integrata, misuratore MID, cover bianca","Dazebox Share TK trifásica 32 A, 22,2 kW, cable espiral 5 m tipo 2 con soporte para conector, pantalla monocromática, ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, protección magnetotérmica diferencial integrada, contador MID, carcasa blanca","Dazebox Share TK dreiphasig 32 A, 22,2 kW, spiralförmiges Typ-2-Kabel 5 m mit Steckhalter, monochromes Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierter RCBO-Schutz, integrierte Auslösespule, MID-Zähler, weiße cover","Dazebox Share TK triphasé 32 A, 22,2 kW, câble spiralé type 2 de 5 m avec support de connecteur, écran monochrome, ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, protection magnétothermique différentielle intégrée, compteur MID, cover blanche","Dazebox Share TK trifásico 32 A, 22,2 kW, cabo espiralado de 5 m tipo 2 com suporte para conector, display monocromático, ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, proteção magnetotérmica diferencial integrada, contador MID, cover branca",,March 2026,"€ 352,87","€ 4,30","€ 25,10","€ 382,27","1,0%","€ 3,00","32,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS04IT32MCP,,AC Chargers,Dazebox Share,Dazebox Share SK,"Dazebox Share SK single-phase 32 A, 7.4 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated thermal-magnetic residual current protection, integrated shunt trip coil, white cover.","Dazebox Share SK monofase 32 A, 7,4 kW, presa tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, protezione magnetotermica differenziale integrata, bobina di sgancio integrata, cover bianca","Dazebox Share SK monofásica 32 A, 7,4 kW, toma tipo 2, pantalla monocromática, ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, protección magnetotérmica diferencial integrada, carcasa blanca","Dazebox Share SK einphasig 32 A, 7,4 kW, Typ-2-Steckdose, monochromes Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierter RCBO-Schutz, integrierte Auslösespule, weiße cover","Dazebox Share SK monophasé 32 A, 7,4 kW, prise type 2, écran monochrome, ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, protection magnétothermique différentielle intégrée, cover blanche","Dazebox Share SK monofásico 32 A, 7,4 kW, tomada tipo 2, display monocromático, ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, proteção magnetotérmica diferencial integrada, cover branca",,March 2026,"€ 246,38","€ 4,30","€ 25,10","€ 275,78","1,0%","€ 3,00","34,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS04IT32TCP,,AC Chargers,Dazebox Share,Dazebox Share SK,"Dazebox Share SK three-phase 32 A, 22.2 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated thermal-magnetic residual current protection, integrated shunt trip coil, white cover.","Dazebox Share SK trifase 32 A, 22,2 kW, presa tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, protezione magnetotermica differenziale integrata, bobina di sgancio integrata, cover bianca","Dazebox Share SK trifásica 32 A, 22,2 kW, toma tipo 2, pantalla monocromática, ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, protección magnetotérmica diferencial integrada, carcasa blanca","Dazebox Share SK dreiphasig 32 A, 22,2 kW, Typ-2-Steckdose, monochromes Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierter RCBO-Schutz, integrierte Auslösespule, weiße cover","Dazebox Share SK triphasé 32 A, 22,2 kW, prise type 2, écran monochrome, ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, protection magnétothermique différentielle intégrée, cover blanche","Dazebox Share SK trifásico 32 A, 22,2 kW, tomada tipo 2, display monocromático, ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, proteção magnetotérmica diferencial integrada, cover branca",,March 2026,"€ 253,76","€ 4,30","€ 25,10","€ 283,16","1,0%","€ 3,00","34,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS04IT32MMP,,AC Chargers,Dazebox Share,Dazebox Share SK,"Dazebox Share SK single-phase 32 A, 7.4 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated thermal-magnetic residual current protection, integrated shunt trip coil, MID meter, white cover.","Dazebox Share SK monofase 32 A, 7,4 kW, presa tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, protezione magnetotermica differenziale integrata, bobina di sgancio integrata, Misuratore MID, cover bianca","Dazebox Share SK monofásica 32 A, 7,4 kW, toma tipo 2, pantalla monocromática, ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, protección magnetotérmica diferencial integrada, contador MID, carcasa blanca","Dazebox Share SK einphasig 32 A, 7,4 kW, Typ-2-Steckdose, monochromes Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierter RCBO-Schutz, integrierte Auslösespule, MID-Zähler, weiße cover","Dazebox Share SK monophasé 32 A, 7,4 kW, prise type 2, écran monochrome, ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, protection magnétothermique différentielle intégrée, compteur MID, cover blanche","Dazebox Share SK monofásico 32 A, 7,4 kW, tomada tipo 2, display monocromático, ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, proteção magnetotérmica diferencial integrada, contador MID, cover branca",,March 2026,"€ 290,17","€ 4,30","€ 25,10","€ 319,58","1,0%","€ 3,00","34,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS04IT32TMP,,AC Chargers,Dazebox Share,Dazebox Share SK,"Dazebox Share SK three-phase 32 A, 22.2 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated thermal-magnetic residual current protection, integrated shunt trip coil, MID meter, white cover.","Dazebox Share SK trifase 32 A, 22,2 kW, presa tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, protezione magnetotermica differenziale integrata, bobina di sgancio integrata, misuratore MID, cover bianca","Dazebox Share SK trifásica 32 A, 22,2 kW, toma tipo 2, pantalla monocromática, ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, protección magnetotérmica diferencial integrada, contador MID, carcasa blanca","Dazebox Share SK dreiphasig 32 A, 22,2 kW, Typ-2-Steckdose, monochromes Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierter RCBO-Schutz, integrierte Auslösespule, MID-Zähler, weiße cover","Dazebox Share SK triphasé 32 A, 22,2 kW, prise type 2, écran monochrome, ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, protection magnétothermique différentielle intégrée, compteur MID, cover blanche","Dazebox Share SK trifásico 32 A, 22,2 kW, tomada tipo 2, display monocromático, ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, proteção magnetotérmica diferencial integrada, contador MID, cover branca",,March 2026,"€ 315,88","€ 4,30","€ 25,10","€ 345,28","1,0%","€ 3,00","34,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DT05IT32M5C,,AC Chargers,Dazebox Pro,Dazebox Pro T,"Dazebox Pro T single-phase 32 A, 7.4 kW, 5 m Type 2 cable, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated shunt trip coil, white cover.","Dazebox Pro T monofase 32 A, 7,4 kW, cavo 5 m tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, bobina di sgancio integrata, cover bianca","Dazebox Pro T monofásica 32 A, 7,4 kW, cable de 5 m tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, carcasa blanca","Dazebox Pro T einphasig 32 A, 7,4 kW, Typ-2-Kabel 5 m, 4,3'' Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierte Auslösespule, weiße cover","Dazebox Pro T monophasé 32 A, 7,4 kW, câble type 2 de 5 m, écran LCD couleur 4,3'', ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, cover blanche","Dazebox Pro T monofásico 32 A, 7,4 kW, cabo de 5 m tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, cover branca",,May 2026,"€ 289,63","€ 3,42","€ 13,10","€ 306,15","1,0%","€ 3,00","37,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DT05IT32M7C,,AC Chargers,Dazebox Pro,Dazebox Pro T,"Dazebox Pro T single-phase 32 A, 7.4 kW, 7 m Type 2 cable, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated shunt trip coil, white cover.","Dazebox Pro T monofase 32 A, 7,4 kW, cavo 7 m tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, bobina di sgancio integrata, cover bianca","Dazebox Pro T monofásica 32 A, 7,4 kW, cable de 7 m tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, carcasa blanca","Dazebox Pro T einphasig 32 A, 7,4 kW, Typ-2-Kabel 7 m, 4,3'' Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierte Auslösespule, weiße cover","Dazebox Pro T monophasé 32 A, 7,4 kW, câble type 2 de 7 m, écran LCD couleur 4,3'', ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, cover blanche","Dazebox Pro T monofásico 32 A, 7,4 kW, cabo de 7 m tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, cover branca",,May 2026,"€ 303,04","€ 3,42","€ 13,10","€ 319,56","1,0%","€ 3,00","37,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DT05IT32T5C,,AC Chargers,Dazebox Pro,Dazebox Pro T,"Dazebox Pro T three-phase 32 A, 22.2 kW, 5 m Type 2 cable, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated shunt trip coil, white cover.","Dazebox Pro T trifase 32 A, 22,2 kW, cavo 5 m tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, bobina di sgancio integrata, cover bianca","Dazebox Pro T trifásica 32 A, 22,2 kW, cable de 5 m tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, carcasa blanca","Dazebox Pro T dreiphasig 32 A, 22,2 kW, Typ-2-Kabel 5 m, 4,3'' Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierte Auslösespule, weiße cover","Dazebox Pro T triphasé 32 A, 22,2 kW, câble type 2 de 5 m, écran LCD couleur 4,3'', ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, cover blanche","Dazebox Pro T trifásico 32 A, 22,2 kW, cabo de 5 m tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, cover branca",,May 2026,"€ 315,81","€ 3,42","€ 13,10","€ 332,33","1,0%","€ 3,00","37,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DT05IT32T7C,,AC Chargers,Dazebox Pro,Dazebox Pro T,"Dazebox Pro T three-phase 32 A, 22.2 kW, 7 m Type 2 cable, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated shunt trip coil, white cover.","Dazebox Pro T trifase 32 A, 22,2 kW, cavo 7 m tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, bobina di sgancio integrata, cover bianca","Dazebox Pro T trifásica 32 A, 22,2 kW, cable de 7 m tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, carcasa blanca","Dazebox Pro T dreiphasig 32 A, 22,2 kW, Typ-2-Kabel 7 m, 4,3'' Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierte Auslösespule, weiße cover","Dazebox Pro T triphasé 32 A, 22,2 kW, câble type 2 de 7 m, écran LCD couleur 4,3'', ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, cover blanche","Dazebox Pro T trifásico 32 A, 22,2 kW, cabo de 7 m tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, cover branca",,May 2026,"€ 332,62","€ 3,42","€ 13,10","€ 349,14","1,0%","€ 3,00","37,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS05IT32MC,,AC Chargers,Dazebox Pro,Dazebox Pro S,"Dazebox Pro S single-phase 32 A, 7.4 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated shunt trip coil, white cover.","Dazebox Pro S monofase 32 A, 7,4 kW, presa tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, bobina di sgancio integrata, cover bianca","Dazebox Pro S monofásica 32 A, 7,4 kW, toma tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, carcasa blanca","Dazebox Pro S einphasig 32 A, 7,4 kW, Typ-2-Steckdose, 4,3'' Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierte Auslösespule, weiße cover","Dazebox Pro S monophasé 32 A, 7,4 kW, prise type 2, écran LCD couleur 4,3'', ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, cover blanche","Dazebox Pro S monofásico 32 A, 7,4 kW, tomada tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, cover branca",,May 2026,"€ 298,76","€ 4,30","€ 13,10","€ 316,16","1,0%","€ 3,00","37,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS05IT32TC,,AC Chargers,Dazebox Pro,Dazebox Pro S,"Dazebox Pro S three-phase 32 A, 22.2 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated shunt trip coil, white cover.","Dazebox Pro S trifase 32 A, 22,2 kW, presa tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, bobina di sgancio integrata, cover bianca","Dazebox Pro S trifásica 32 A, 22,2 kW, toma tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, carcasa blanca","Dazebox Pro S dreiphasig 32 A, 22,2 kW, Typ-2-Steckdose, 4,3'' Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierte Auslösespule, weiße cover","Dazebox Pro S triphasé 32 A, 22,2 kW, prise type 2, écran LCD couleur 4,3'', ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, cover blanche","Dazebox Pro S trifásico 32 A, 22,2 kW, tomada tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, cover branca",,May 2026,"€ 314,26","€ 4,30","€ 13,10","€ 331,66","1,0%","€ 3,00","37,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS05IT32MM,,AC Chargers,Dazebox Pro,Dazebox Pro S,"Dazebox Pro S single-phase 32 A, 7.4 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated shunt trip coil, MID meter, white cover.","Dazebox Pro S monofase 32 A, 7,4 kW, presa tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, bobina di sgancio integrata, Misuratore MID, cover bianca","Dazebox Pro S monofásica 32 A, 7,4 kW, toma tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, contador MID, carcasa blanca","Dazebox Pro S einphasig 32 A, 7,4 kW, Typ-2-Steckdose, 4,3'' Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierte Auslösespule, MID-Zähler, weiße cover","Dazebox Pro S monophasé 32 A, 7,4 kW, prise type 2, écran LCD couleur 4,3'', ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, compteur MID, cover blanche","Dazebox Pro S monofásico 32 A, 7,4 kW, tomada tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, contador MID, cover branca",,May 2026,"€ 329,50","€ 4,30","€ 13,10","€ 346,90","1,0%","€ 3,00","37,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS05IT32TM,,AC Chargers,Dazebox Pro,Dazebox Pro S,"Dazebox Pro S three-phase 32 A, 22.2 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, integrated shunt trip coil, MID meter, white cover.","Dazebox Pro S trifase 32 A, 22,2 kW, presa tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, bobina di sgancio integrata, Misuratore MID, cover bianca, cover bianca","Dazebox Pro S trifásica 32 A, 22,2 kW, toma tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, conectividad Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, contador MID, carcasa blanca","Dazebox Pro S dreiphasig 32 A, 22,2 kW, Typ-2-Steckdose, 4,3'' Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth-, WiFi- und Ethernet-Konnektivität sowie Kompatibilität mit USB-4G-Modem, RFID-Leser, integrierte Auslösespule, MID-Zähler, weiße cover","Dazebox Pro S triphasé 32 A, 22,2 kW, prise type 2, écran LCD couleur 4,3'', ISO 15118-20 V2G ready, connectivité Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, compteur MID, cover blanche","Dazebox Pro S trifásico 32 A, 22,2 kW, tomada tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, conectividade Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, contador MID, cover branca",,May 2026,"€ 364,88","€ 4,30","€ 13,10","€ 382,28","1,0%","€ 3,00","37,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
DS05IT32TMP,,AC Chargers,Dazebox Pro,Dazebox SK Pro,"Dazebox Pro S trifase 32 A, 22,2 kW, presa tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, protezione magnetotermica differenziale integrata, bobina di sgancio integrata, Misuratore MID, cover bianca, cover bianca",,,,,,,,"€ 370,88","€ 4,30","€ 25,10","€ 400,28","1,0%","€ 3,00","34,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
